name	Astrocyte	Cortical_neuron	Dopaminergic_neuron	H9_differentiated_forebrain	H9_differentiated_mesenchymal	H9_differentiated_midbrain	iPSC_neuron	Neural_stem	Embryonic_stem	iPSC_cardiomyocyte	Endothelial	Biliosphere	Bronchial_epithelial	Colonic_epithelial	Islet_alpha	Islet_beta	Keratinocyte_epithelial	Mammary_epithelial	Prostate_epithelial	Renal_epithelial	Retinal_pigment_epithelial	Fibroblast	Smooth_muscle	Valve_interstitial	Mesangial	Myoblast	Myotube	Melanocyte	Corona_radiata	Cumulus_oophorus	Chondrocyte	Osteoblast	B_lymphocyte_CD77	B_lymphocyte_centroblast	B_lymphocyte_centrocyte	B_lymphocyte_memory	B_lymphocyte_naive	B_lymphocyte_pregerminal_center	Plasma	CD3_T_lymphocyte	CD4_T_lymphocyte	CD8_T_lymphocyte	Dendritic	Macrophage	Monocyte	CD14_monocyte	Platelet	Red_blood
hsa-miR-570-3p	0	0	0	0.2761347	0	0	0	0	0.507534711	0	0	0.700255966	0	0	0	0.41473951	0.738930244	0	2	0	1.916076299	0.411212589	0.250029879	0	0	0	0	0.544186492	0	0	1.360199499	0	3.024222197	2.563778257	0	0	0	0	0	0	0.360306823	0	2.203287331	9.068650589	0	0	0	0
hsa-miR-4426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336359854	0	0	0	0	0	0	0	1.19761141	2.171301778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-655-3p	26.26253417	0	0	0	0	0	26.69166071	2.441799597	1.702324405	0	5.751877269	2.233631521	3.761791537	0	5.282077029	11.70398125	4.640025983	3	0	2	5.078682395	28.64724361	20.64568949	3.293830859	16	3.92734779	7.632180819	1.632559476	2.303098866	2.533185407	29.55342548	21	0	0	0	0	0	0	0	0	0	0.640687227	0	3.34369083	0	0	0	0
hsa-miR-4452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376a-5p	204.8477665	3	27	2.5644635	18.44533923	2.438675142	9.850658943	1.531498283	5.189078782	0	9.953768289	19.74661547	10.74797582	0	9.767288989	67.52632753	7.994073476	13	8	11	10.45385792	71.13592645	150.5858628	3.236944232	82	3.5	25	0	0	0	208.6051414	127	0	0	0	0	0	0	0	0	0	0	0	3.384415281	0	0	0.136693321	0
hsa-miR-4666a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-326	0	30	82	3.599386909	31.72557639	14.5383061	19.69297455	9.598106287	111.0263772	63.08548357	120.0808081	37.32437127	0	17.22587213	15.6640905	1.497617465	0	0	0	7.666666667	7.321398903	10.56338673	8.123088173	0	0	4.5	0	4.706766543	0	8.504265296	0	5	14.11021012	0	0	0	0	0	0	15.99700042	11.83149826	30.70350462	342.5746625	2971.585542	0	0	332.7427464	0.756314978
hsa-miR-424-5p	135.4750347	10	160	2.446453468	122.2075517	6.486816201	17.2359032	2.576533217	221.4840107	289.8275115	237.2255694	179.6451808	1289.2197	2.259130771	1.775870725	9.758885096	1349.590893	42	1749	242.6666667	194.9339072	696.8098616	579.9448572	14.59623354	1160	548.7077324	344.0205696	113.2931356	1074.349559	1319.518185	109.6815414	277	34.82680689	1.709185505	2.580446217	3.618438113	1.232580555	1.587557901	3.080481787	4.630710649	23.54212509	26.03723174	383.9004084	2054.112048	11.07863962	5208.747581	0.816330587	3.073809217
hsa-miR-429	1.98207805	2	229	0.300880304	11.61484624	0.694354197	2.19538811	0	32.83492892	0	1.403327224	3768.470513	849.6274886	2320.268498	702.3796395	793.930281	590.2170587	85	992	931.3333333	131.0710535	1.218172647	1.250070648	0	0	0.5	0	0.906977487	0	0	2.473089999	2	2.420261924	1.424321254	0	0	0	1.360763915	0	1.543570216	0	0	2.075892171	6.550979022	0	0	0.278717154	0
hsa-miR-4666a-5p	0	0	0	0	0.376862454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.605447738	0	0	0.174674625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.122596521	0.344169358	0	0	0	0	0	0	0
hsa-miR-3691-3p	0	0	0	0	0	1.149995685	0.173964605	0.561190847	1.882338351	0	0	0	0	0	0	0	0.547048246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497028137	0.290044376	0	0	0	0
hsa-miR-4496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-9-3-38-3p	414.1552086	2488	160	70.27188125	7.320987714	49.96727539	2182.368999	8.591034369	42.47803956	0	0.436737369	7.303031	1.746546071	0	0	0.995724029	0	4	5	1.666666667	263.4255176	0.891997358	1.6	0	0	0.75	0	12.32975616	0	0	2.596744499	0	61.39853959	16.2372623	19.03079085	2.412292075	0	5.216261673	8.681357764	0	0	0	0.944110836	9.416644293	0	121.4723691	0	0
hsa-miR-3680-1-25-5p	0	0	0	0	0	0	0	0	0.698724677	0	0	0	0	0	0	0	0	0	0	0	6.096174234	0	0.292733987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.600511371	0	0	0.189013678	0	0	0	0
hsa-miR-5589-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6132	0	0	0	0	0	0	0.137340478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.975899907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.473983274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-1-37-5p	70.06645908	0	5	0.830813052	0	0	0.950246789	3.671235701	0.595813542	0	8.092729515	6.363304116	4.702239421	0	16.91630704	38.83800832	4.879922422	7	5	3.333333333	4.172719709	34.5086657	57.42806901	8.984267318	33	4.375134341	12.22913166	1.632559476	1.19761141	1.899889056	86.43449545	54	0	0	0	0	0	0	0	0	0	0	0	0	2.437300716	0	3.831075019	0
hsa-miR-8054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ah-3p	6.045338053	9	7	5.850815632	3.438301747	8.99538398	8.525044183	12.6225232	2.643412254	0	0	0.14296227	0	0	0	0	0	0	0	0	3.221334167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320343613	0.207246991	0	0	0	0	0
hsa-miR-3190-3p	0	0	0	0	0.290659596	0	1.717139742	0	0	9.142823706	0	0	0	0	0	0	0	0	0	0	1.355046141	0	0	0	0	0	0	3.328016747	0	1.628476333	0	0	0	0	0	0	0	0	0	0	0	0	1.156570333	1.197795446	7.533474941	0	1.952335955	0
hsa-miR-4646-3p	0	0	0	1.041527507	0	0	0.308248388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.190488136	0	0	0.78611678	1.700251395
hsa-miR-4659a-3p	0	0	0	0.414202049	0	0.447215671	1.154490648	0	2.299111788	0	0.406179534	0	0	0	0	0	0	0	0	0	0.758544774	0.115192929	0	0	0	0	0	0	0	0	0	0	0	0	1.612778886	0	0	0	0	2.245193042	0	0	0.116837038	0	0	3.71854191	0.17035252	0.192033687
hsa-miR-3194-3p	0	0	0	0	0	0	0	0	0.537389694	0	0.38048147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.133969929	0	3.508114128	0.577333896	0	0.265806541	0.26461915	0	0	0	0
hsa-miR-181b-2-37-5p	7919.591058	8880	5065	6484.175867	4364.764702	8007.339209	2161.305252	2114.657038	1361.584891	950.8536654	5195.552186	1824.488325	2580.857694	491.5021384	394.5620471	226.7298939	2256.016308	2723	2331	2982.666667	2790.937587	2540.290567	2214.393842	982.2907676	1865	1933.398422	1748.287475	1577.490719	877.7570397	644.6052153	56.63376097	852	539.0572311	4623.34679	4344.503762	2355.000139	1904.336958	4261.912581	2572.76238	2769.445617	2713.30204	4647.953707	751.8086962	1241.897403	1305.396106	761.5780418	738.3576273	165.6316152
hsa-miR-8074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7109-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.86518537	0	0	0	0
hsa-miR-550a-2-33-3p	4.657883418	20	10	23.95039361	12.62595786	34.70909697	3.215347678	25.5473766	17.60220445	49.37124801	6.797122387	5.370279111	6.448785492	7.906957699	1.912476166	0.67347023	5.119994624	5	2	9	6.01234102	6.814648821	5.286151627	1.325122525	4	2.616992611	2	5.085651736	4.79044564	2.985539944	14.83853999	4	20.51502479	1.139457003	0	0	0	1.360763915	0	4.069412388	1.510583457	0.709625838	19.83492181	29.637439	0	0	1.911561345	67.02781729
hsa-miR-6788-3p	0	0	0	0	0	0	2.540219278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.607508499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372371107	0
hsa-miR-4738-3p	0	0	0	0	0	1.104305725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100530626	0.236975132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.209736953	0.371143219	0	0	0	0	0	1.650540595	0
hsa-miR-548az-3p	0	0	0	0	0	0	0	0	0.328404813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4671-5p	0	0	0	0.646048678	0.799227343	1.401707704	1.795082985	0	0	0	0	0	0	0	0	0.317493108	2.898349718	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.666166737	4.7085591	0	3.457560191	0	0	0	0	0
hsa-miR-4729	0	0	0	0	0	0	0	0	0	0	2.591308391	0	0	0	0	0.298251102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.151876953	4.687532786	0	0	0	0
hsa-miR-335-5p	1846.503912	981	5545	453.1224652	220.0779206	426.79511	115.2360643	870.0807313	315.3973844	62.1712012	64.94198373	85.83819532	133.4092499	117.4748001	348.0706622	298.186995	65.55250568	280	291	75.33333333	12415.62784	387.3752607	396.2157577	14.88868785	2893	96.04053995	50.07265593	6.345183751	1.934603047	1.899889056	2080.981579	1146	74.85639458	26.20751107	22.25634862	14.47375245	37.90185208	26.76169032	33.60525586	48.83294866	6.446067116	26.34858312	16.2768953	40.57525868	43.20669451	2266.554587	20.52573423	4.911548017
hsa-miR-4436a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80459813	0	0	0	2.848642508	2.25789044	0	0	0	10.36162056	0	0	0	0	0	0	0	0	0
hsa-miR-4687-5p	1.288350733	0	2	4.715500839	6.537917519	10.8651838	0.263011081	4.491019157	2.369257467	0	0.744281337	0.314733834	0	4.518261542	0	0	2.10655086	0	0	0	0	2.003627343	0.250046745	0	0	0	0	0	2.671594684	0	0	0	0.433523631	3.70323526	0	0	0	0	0	4.911359779	3.031819057	5.063206816	5.241636037	65.62167414	0	0	68.56552289	0
hsa-miR-345-5p	509.3940589	942	1180	336.1433948	299.1990309	737.4203997	749.1865189	454.2560836	586.237016	202.0564039	906.4377659	183.6877923	241.2920572	108.5794727	20.03546459	75.21729738	93.37862635	165	71	397	302.1715882	562.6676618	446.5446519	76.14188151	113	116.5892863	120.6374417	278.1983987	10.68637874	7.69002713	331.5177143	123	33.64441031	25.35291832	21.61123707	32.56594302	8.011773609	18.14351886	8.681357764	26.66166737	144.3116218	57.14251901	1796.712946	690.8003407	36.89186993	25.82320771	40.60437272	140.1105436
hsa-miR-3166	0	0	0	0	0	0	0.146076683	0	0	0	0	0	7.926632167	0	0	0	10.33601813	8	5	0.666666667	0.773627665	0	0	0	0	0	0	7.274833247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248609465	0	0	1.115556339	0
hsa-miR-4800-5p	0	0	0	0	0	0	0	0	0	0	0	0.182370712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683894781	0	0	0	0	0	0	0	0
hsa-miR-6776-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6740-3p	0	0	0	0	0	0	0.155147022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.568055674	0	0	0	0
hsa-miR-625-5p	14.96468928	41	21	55.80274092	19.52952897	57.87635143	87.17742658	53.40211616	26.04285153	181.0279094	17.29723584	4.333457496	10.61362612	36.85207071	3.119157556	7.869964163	10.77265074	8	6	23.66666667	32.85853083	34.55079017	27.72844209	8.952617073	10	14.71673826	8.935159303	10.61894419	2.118850956	2.985539944	13.47834049	9	54.10721039	27.63183233	36.44880282	124.8361149	36.36112638	42.41047534	60.76950435	143.4117055	148.5304542	36.09026306	5.625999455	83.57879784	33.78985084	44.62250292	68.40875581	1.90800968
hsa-miR-141-3p	6.342649761	12	269	6.827324902	397.6544824	5.576967183	0.118468983	16.80376086	195.7971029	0	2.393423163	31177.54434	4598.118406	14960.95234	11077.01642	8886.599997	4860.056886	5216	11131	296	247.1272651	4.245015272	5.214723763	0.570359969	2	1.5	1	4.716282931	0	0	6.182724996	7	78.84566846	1.139457003	0	0	4.930322221	3.628703773	1.680262793	257.0746033	397.7020069	364.381693	36.74700042	12.89083108	0	32.22736322	1.530751252	3.177128455
hsa-miR-1306-3p	1.288350733	4	6	9.0377503	3.988566963	6.113238975	56.35742449	10.70931951	4.929128947	9.142823706	1.633272908	1.476772574	0	0	1.229448964	0.746793022	1.094096492	2	0	0	8.155268464	1.79371918	1.543648833	0	0	11.30995848	5.763825934	4.944482025	10.77850269	7.147201685	0	0	5.408581973	25.63778257	25.80446217	4.221511132	4.314031944	12.02008125	10.64166436	1.683894781	0.688338716	0.48051542	3.57619884	5.301313186	29.91232697	0	25.37426021	2.132078152
hsa-miR-3529-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-365a-5p	2.180285855	0	2	1.039118554	7.653038183	3.950605399	14.59122824	4.091734029	1.703747581	6.399976594	2.18319791	0	3.761791537	0	0	0.995724029	13.78106457	6	6	1.666666667	11.82203871	4.297837249	4.371360356	0.989415049	0	87.26006918	48.72085539	5.946545704	146.3849639	234.4101211	3.833289498	4	1.446666117	13.10375554	15.80523308	15.67989849	0	4.082291744	117.0583079	1.683894781	2.262098235	0	0.785144869	6.050048851	1.883368735	0	0	0
hsa-miR-4529-5p	0	0	0	0	1.13960114	0	0	0	0	0	2.119482226	0.126585426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6854-5p	0	0	0	0	0.621621266	0	0	0	0	0	0	0	0	0	0	0	0.547048246	0	0	0	1.311803432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.874528812	1.253273643	0	0	0	0
hsa-miR-4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118-2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548aq-5p	0	0	0	0	0.355212152	0.321998792	0	0.673429016	3.374032234	0	0	0	1.343496978	0	0	0	3.133391983	3	0	1.333333333	2.057732191	2.088910983	0.667659421	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261134658	0.490419291	0	0	0	0
hsa-miR-516b-1-23-5p	0	0	0	1.924075997	25.48478331	0.65867083	0.732963777	4.283108317	597.9030456	0	0.342713982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139805313	0
hsa-miR-643	0	2	0	4.11331447	15.37926961	16.35154997	0.768866803	3.86725769	6.773175639	0	1.462915865	0.607151525	1.20914728	0	0	0	0.950053171	2	2	1	3.550514948	2.174476371	0.775044818	0	2	0	0.75	1.568922181	0	0	1.607508499	0	5.651131879	2.563778257	2.903001994	3.618438113	2.465161111	2.041145872	1.120175195	0	1.518402494	0.606328125	2.966841867	18.43936099	1.883368735	9.296354775	0	0.392170011
hsa-miR-4700-5p	0	0	0	0	0	0	0	0	0	0	0	0.163385451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.166481759	0	0	0	0	0	0	1.540725694	0	2.800437989	0	0	0	0	0	0	0	0	0
hsa-miR-4330	0	0	0	0	0	0	0	0	0	0	0	0	0	3.388696157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7974	33.59622295	4	7	99.62949356	75.16499256	50.15442396	37.20105947	61.36078195	404.0279514	0	133.2377911	2.164833779	24.1829456	5.083044235	2.572735794	0	23.55026623	103	43	106.3333333	150.9227197	110.1901184	35.27525225	12.16958799	48	21.29858658	107.75	5.832446157	1.19761141	0	130.2081884	7	0	0	0	0	0	0	0	3.227464997	4.758380798	2.876507137	1.13778285	1.524337336	0	0	0	0
hsa-miR-548x-5p	0	0	0	0	0	0	0	0	0.447824745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379867393	0	0	0	0	0	0	0	0	0	0	0.926963794	0	0	0	0
hsa-miR-875-5p	0	0	0	1.108152229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376b-5p	0	0	0	0	0	0	0.469239954	0	0	0	0	0	0	0	0	1.213497086	0	0	0	0	0	0.104116593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33998129	0	0	0	0
hsa-miR-1283-2	0	0	0	0	11.40277155	0	0.824101094	1.263820403	222.4755129	0	0	0.187129983	0	0	0	0	0	0	0	0	0.621678295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6836-5p	0	0	0	2.111658823	0	3.347023155	0	1.099618215	0.367565438	0	0.253654313	0	0	0	0	0	0	0	0	0	0	0	1.10123738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.585459337	0	10.33548218	1.221254274	0	0	3.370475674	0
hsa-miR-6510-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	14.40195867	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6894-3p	0	0	2	0	1.281332344	0	1.155489735	0	0	0	0	0.291198869	0	0	1.024540803	0	0	0	0	0	0.571811753	0	0.376372269	0	0	0	0	0	103.639449	0	0	0	0	0	0	0	0	0	0	0	0	3.203436134	0.93907986	5.29673939	0	0	3.861647967	0.599601737
hsa-miR-4689	0	0	0	2.955639273	0	5.125919129	0.17981156	0.561190847	0.29854983	0	0	0	0	0	0	0.414885012	0	2	0	0	0	0	0.808503393	0	0	0	0	0	1.750355138	0	0	0	0	0	0	0	0	0	0	0	0.520443189	0	0	0	0	0	0	0
hsa-miR-548v	0	0	0	0	0	0.321998792	0.908143465	0	0	37.4855772	2.629731368	0.327105757	0	0	0	0	0	0	0	0	0.706355694	0	0	0	0	0	0	2.282068627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54433977	0	0	0	0
hsa-miR-4792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181a-2-39-5p	52942.98949	194025	111224	9211.786405	20675.20009	19919.49372	5974.760191	4198.178114	8142.183171	1811.193376	26612.73408	22262.26003	17062.14292	6331.778769	7922.455284	3425.547348	10771.027	24923	29607	17998.66667	10372.66492	11808.26565	22501.37002	8759.458742	7693	4975.6059	5057.799395	6384.557072	1901.991167	985.3186526	296.7707998	8212	5299.956468	10533.71027	9272.833482	7233.860861	9688.699455	16642.59626	7839.826149	48795.34167	62227.26576	267973.786	23667.78725	8763.288557	2476.629887	4720.482369	23053.65438	17840.12788
hsa-miR-1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.437631058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516a-2-21-5p	0	2	2	0	11.42231005	0.32208917	0	3.507540622	138.5281745	0	0.750335527	0	1.074797582	0	0	0	0.633368781	0	2	0	4.235183386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3613-5p	14.56827367	71	34	3.650105583	3.075123476	3.401413549	107.7291154	8.025224769	22.83044749	508.3409981	20.0985478	9.269609515	12.89757098	6.63619664	20.46804849	18.3645168	15.59502614	26	9	18	142.037895	31.33701953	16.72776372	3.102110873	22	12.28608331	9.428675838	5.848540356	1.105487455	8.232852574	45.87581947	23	28.69580199	3.70323526	3.548113549	5.42765717	0	0	2.240350391	2.946815867	2.382809781	1.273942925	63.65142797	237.6440246	0	46.06860255	32.6270206	3.57785252
hsa-miR-8071-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548f-5p	3.270428783	6	5	1.015879779	1.560866797	2.028568681	3.911631004	0.982464315	11.45741753	0	7.345634877	1.607250956	9.001429749	2.682717791	0	1.128540729	6.017003418	9	5	6.666666667	6.351762106	7.885977062	3.796676614	2.448628243	6	1.75	3	0.713146446	0	0	6.800997496	5	1.83981086	6.551877768	8.063894429	3.618438113	0	2.494733844	2.240350391	15.43570216	1.506971325	0	10.5851304	3.729514472	0	0	0	4.246025681
hsa-miR-654-3p	3319.584319	12	90	310.3250078	32.28807945	118.3621497	2780.941523	807.8921432	178.5042282	0	954.2620609	102.5746722	243.0386032	4.800652889	198.7836834	739.1048481	180.8167943	321	107	204	196.7798547	3703.741319	3103.303531	1443.468308	2499	99.72754418	622.8755625	211.6885454	4.145577958	4.614016278	5643.220413	2650	0	0	0	0	0	0	0	2.385517607	0	33.47312101	0.644784612	3.474179533	4.209883055	0	59.2355115	0.337979289
hsa-miR-7706	33.79443076	48	210	372.0907582	140.764135	413.2686757	372.608511	394.8118388	133.125244	0	56.01378759	47.92239307	58.71081792	19.20261156	49.70161274	18.98457077	45.60015874	105	32	28	25.38563182	71.76525286	82.1611158	29.04674082	40	19.75	15.5	26.66513811	0	0	34.62325998	23	0	1.709185505	2.580446217	0	0	1.814351886	0	39.85217649	89.79407804	43.4277255	195.3325011	47.29172621	0	0	47.64506267	42.48394528
hsa-miR-1908-5p	3.56774049	15	16	41.28570242	17.45768449	32.96164857	2.780952978	31.98571572	23.30557346	8.228541336	11.12219355	3.605093883	7.926632167	0	3.528973877	1.12133275	3.02783052	3	2	9	19.89476247	11.96497213	5.598084629	1.309101296	6	0.75	2.5	2.881115526	5.343189368	10.85650889	14.59123099	2	5.44858396	6.551877768	4.51578088	0	0	2.948321815	2.240350391	0	0.984714821	2.242405294	44.03723415	60.79400145	7.976620525	0	700.2907399	0
hsa-miR-4749-5p	0	0	0	1.288490902	0	3.233037023	0.825222374	1.818545241	1.456552749	0	0	0	0	0	0	0	0	0	0	0	2.794782666	0.182204038	0	0	0	0.299545666	0	0	3.684958185	6.96625987	0	0	0	0	0	0	0	0	1.400218994	0	0	0	0.058249844	0.870133128	2.32651432	0	0.289621972	0
hsa-miR-566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-149-3p	0	25	41	59.81562231	70.38298955	63.76976021	37.98375535	62.32698354	0	0	8.123315067	0	0	0	0	7.88281523	0	69	14	0	22.18888056	10.73498319	7.4	0	0	27.64127447	12.79603637	0	77.84474166	98.9751727	122.5416094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-642b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4676-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.299149431	0	0	0	0	0	0	0	0	0	0	5.427151182	0	0	1.702116731	0
hsa-miR-130a-5p	0	0	0	0	0	1.24199534	0	0	0.477679728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4436b-2-39-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2.400326444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.902823737	0
hsa-miR-18a-5p	52.22775662	62	135	203.3884077	134.1109159	259.1445297	148.4808759	334.4847071	2006.480675	3955.185535	141.6142794	22.121959	129.5131086	10.73087116	4.143698359	1.21213189	282.3895698	72	32	116.6666667	214.9261737	72.2113617	45.54099637	5.730356735	47	24.97364036	48.5	23.80447609	0	0	42.53714798	25	22345.34865	26.20751107	21.61123707	4.221511132	5.546612499	7.484201531	12.04188335	10.38401782	30.18210818	6.013513436	95.25735506	151.3731697	3.988310263	2729.616348	31.34953427	32.50363111
hsa-miR-924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
